text,sentiment
also. proof number #2923848932 that I have no life - I have an imaginary boyfriend named Vince. It's sad that my friends encourage me so.,negative
"Omnomnom    JUST came online to 69 unread emails, as well as my backlog from yesterday  http://tinyurl.com/lxjdjc",neutral
Life sucks if ur not having fun.,negative
"winding down, love having a low key day.",positive
 Thanks for making me laugh,positive
Aww man I left all my laffy taffy's at work,neutral
 tom is not with u!  hahahahahahhah he's with my bff,neutral
"is back...been feeling ill and extremely busy all week. happy mother's day, to all you mama's out there",neutral
 whyd u feel awful after last night?,negative
My throat is on fire,neutral
 my youtube channel? Demilynnmusic haha cause I love 2 sing &amp; stuff so yea,positive
 its the wine!!,neutral
"I thought that there was going to be another Def Jam Fighting game, but then it turned out to be crappy karaoke game. I miss the fighting",negative
_da_**** ï¿½ cant im not @ my sister house no ï¿½-net tonite,negative
Happy mother's day everyone!,positive
Assembling/ figuring out this new alarm daddy gave me - SOOO loud  I think I blew out my ear drum,neutral
" yes i love manchester orchestra,and sigur ross. all the other bands ive never heard of but ill give them a listen. thanks",positive
On her way home from prom  so fun!,positive
Left &quot;Up&quot; due to out-of-focus projection.   Hopefully my complaints to theater management will get it fixed for everyone else still there.,neutral
 i think i ordered a few days after you. Maybe you got something that was on backorder?,neutral
 i was at the outlets too,neutral
Just Finished My English Final...Just One Step Closer To The End.,neutral
" it's tongue in cheek of some mentalities.There is another one which takes the piss of arabs, but its too long",negative
 you own a didgeridoo?!?!,neutral
I have now realized I am not cool enough to ever get a shout out from   (this player will not be playing on! hahahah),neutral
 i was studying computing this year...bring as feck!! changing to plant science  next year,neutral
 Or nudge the partner! Good birthday/ christmas/ I just want to buy you something gift!,positive
 google away,neutral
"In cafe management, the end of the month is nothing but numbers. My arty little head hurts from finding discrepencies",negative
" AND, We have your fabulous interracial ****!  WOOT!",positive
At least they ( kids) havnt gotten to big to still say mommy ILOVE YOU. AWWW they are so sweet. I am so lucky to have my kids.,positive
"thanks 2 become my friend,twitter..  selalu ada ruang untuk sahabat",positive
"So, what are you all doing? I'm eating crackers! Yummy. The unsalted ones of course. I only do salt in my caviar.",positive
 I know exactly what you mean. My treats are more 'awhile' than 'once in',neutral
T-bone's gone to sleep... Think we're gonna join him,neutral
Joan is such a legend! I can't wait for apprentice finale!!! im so addicted i think i need a rehab!! LOL tweet later..  xoxo,positive
Looking for a show to turn my brain into mush so it doesn't hurt anymore  Any good FREE online ones you know of?,positive
had a **** contact with both parents &gt;.&gt;  grrr,negative
On my flight headed 2 denver...see yall in a min,neutral
Grrrr....I got the wrong size coat for the sheep,negative
 i wish you were in my class last year,positive
"thinks something and okay, goodluck ako.  http://plurk.com/p/x2bnl",positive
THiNKiNG 0f HiM  &lt;3,neutral
 awesome run report!   Did you see the bald eagle on the lighthouse?  That was their hangout when I last ran Discovery Park.,positive
Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,neutral
waitin for dr dee.... had lunch with my beautiful lady  before that i was on the gym ... ( yeah need to loose 10 more  ),positive
R.I.P little bird that flew into my window snapping his neck,negative
i'm gonna miss eddy if we're half the country apart,negative
"Had a great weekend with One, hanging with Nick &amp; Brendon, church this morning! Can't believe Loretta won the Mothers Day raffle again!",positive
 Thanks lady!!,positive
"cALL mE wiErD, bUt I jUs LuV rAiNy DaYs! MaKeS mE feeL sO waRm &amp; cOzY iNsIdE  LoL",positive
Tryin to figure out how to direct message and is gettin frustrated,negative
_anderson hehe   fun tweets !,positive
no one to go see Tiesto with,neutral
TODAY WAS SOO FUN!!  happy bday chrissy &lt;3,positive
"Gorgeous weather, but no bike",positive
i need people to talk to me please im very bored  x  follow me!,negative
i wish the birthday massacre would come to australia  i think they said they're thinking about it though!!,positive
  Apple has done some impressive things for my almost 2 year old macbook. Except when I poured coffee into the keyboard.,positive
   Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!,positive
Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.,positive
In the university with hungry!!,neutral
watching crimson tide and eating apple sauce.,neutral
I is goin to bed now,neutral
"The top 5 words I've tweeted: hug, good, people, fun, twitter. http://tinyurl.com/dcxoty ... that's really quite nice",positive
Going to learn the hoedown throwdown today.,neutral
is trying to make this sunday last 48hours,neutral
 think you should catch up on your sleep befor you go back to uni haha  goodnight&lt;3,positive
 Ugh my trousers do that too and I've never found a way to combat it! It's so weird,negative
_Neith James just doesn't take a bad pic! Colossal loveliness! (wondering if I spelt colossal right...),positive
I hear tonight is the last jleno show,neutral
 ACSM. it's unfathomable.  i think the other one .. and the .. is one that should be kept to the comfort of our bedrooms. yes?,neutral
"im in pain, ****",negative
_a_michael Hey! thanks for another great day! I'm going to sleep now! I'll chat with you tomorrow!  Sweet dreams!,positive
" Thought you should mention that you don't need to enable Growl in Tweetie to make your plugin work, and to avoid duped notifications",neutral
Yikes. That poor girl on BGT. That was quite hard to watch,negative
Just got back from working out. I'm feeling pretty good. work at 4:30,positive
Using a temporary mouse since my trackball is breaking down. I can feel the RSI crawling up my wrist already  .,negative
 because you saved the frog. I thought I replied to that so it would make sense. so how does twitter work?  gehts abi gut?,neutral
 I don't know! She never answered me,neutral
" I know, but considering I've bought a lot of new yarn recently, I think it's necessary this time.",neutral
" lemme guess - you ran 5 miles at the gym, and are waking your kids up, and then going to the beach and / or recording studio?",neutral
is a failure,negative
has a sore throat,negative
() oh snap,neutral
I had fun this summer,positive
"Tomorrowland central hasn't gotten confirmation that I'm signed off on Star Tours, so just waiting to see if they can give me a shift.",neutral
 i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,positive
also i hit my chin on something when i fell down and it hurts  ugh... work is gonna suck,negative
 hahaha my uncle does that coz my aunty is a **** who left her kids,neutral
is currently watching supernatural whilst waiting for skins to come on,neutral
 haha i wish i could! I look like a little boy now,positive
fun times. just broke my usb stick.. like literally broke it..,positive
X-men movie was pretty good. Kinda predictable @ points but good action sequences,positive
 Check out my latest FB post.  (Things I want to happen). I don't think you can miss it.,neutral
Open office &quot;writer&quot; is weird. I need Word to open word documents correctly,negative
 oh really? why HELLO there,neutral
 I would advise watching it in the cinema. I am sure the effects are worth it. Unless you have a monster TV at home,positive
Gremlin is asleep after a particularly challenging bedtime. I think it's safe 4 me to go to bed -what a crazy Sat night for me!,neutral
 i actually need to be cleaning my house,neutral
uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,negative
  Hi jonas brothers  you came to argentina la otra vez,neutral
 yep... or it should b automatic that if u fall 4 someone that person does 2!or smthng like that... but the way it is SUCKS!,negative
I think I just found my purse soulmate. But its not in my budget,neutral
Neville88 am gud enuh hun...was jus sayin hi n hopin that ur avin a gud nite so far..HAPPY LADIES DAY 2MORO THEN...is dat better,positive
_liv_lyf good to hear! Just in time for the weekend. I'll be working though,positive
finally finished my marketing project only took me 7 hours..now just hanging out and relaxing,positive
I hate crowds   http://tr.im/mONi,negative
 I have a friend who loves that spot. I want to go,positive
 They're for my mama  I always bake late and get worried that the mixer is gonna bother people.,negative
Happy Mother's Day 2 all the fabulous moms out there. The world wouldn't run without us. Keep up the good work! Enjoy ur day,positive
listening to the new demo! This song is going to be fantastic once its done!,positive
" Katie is my Malamute dog, as for my weight, well I'm about 6ft tall and 73kg, which is quite good",positive
Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!,negative
